ProcessID	Data (Bytes)	Times Seconds
9404	255	0.913909
9355	255	0.914492
9359	255	0.914634
9238	255	0.914913
9800	255	0.915262
9803	255	0.915431
9544	255	0.916275
9400	255	0.916495
9401	255	0.916556
9399	255	0.916572
9295	255	0.91664
9402	255	0.916643
9407	255	0.916691
9403	255	0.916693
9294	255	0.916708
8872	255	0.916751
9300	255	0.916786
9405	255	0.916799
9406	255	0.916825
9411	255	0.916854
9414	255	0.916857
9409	255	0.916879
9408	255	0.916896
9412	255	0.916993
8898	255	0.917067
8919	255	0.917648
8894	255	0.917843
10961	255	0.921581
10921	255	0.92189
8935	255	0.922638
10966	255	0.922658
10977	255	0.922717
8958	255	0.922739
8961	255	0.922781
10974	255	0.922792
10973	255	0.922961
10925	255	0.923142
10958	255	0.923172
8965	255	0.923194
9543	255	0.923819
9556	255	0.923865
9555	255	0.923934
9553	255	0.924183
9879	255	0.927594
8786	255	0.931699
8994	255	0.936148
9806	255	0.937719
9805	255	0.937842
9790	255	0.938187
9786	255	0.938341
9783	255	0.93842
9778	255	0.938506
9782	255	0.938541
9028	255	0.939955
9631	255	0.940989
9730	255	0.942309
10128	255	0.946502
10980	255	0.949888
10982	255	0.950002
10879	255	0.950366
10907	255	0.950652
9989	255	0.950819
10901	255	0.950827
10899	255	0.95093
10081	255	0.951169
10109	255	0.951375
10105	255	0.951394
9991	255	0.951503
9613	255	0.95276
9632	255	0.953571
9635	255	0.953754
9698	255	0.954241
9694	255	0.954537
9610	255	0.955237
9684	255	0.955302
9689	255	0.955373
9605	255	0.955508
9693	255	0.955549
9661	255	0.95575
9741	255	0.956268
8991	255	0.957068
9003	255	0.957192
8939	255	0.96139
8940	255	0.961548
8943	255	0.961559
8969	255	0.961614
8950	255	0.961666
8942	255	0.961677
8972	255	0.961815
8929	255	0.961824
8976	255	0.961878
8946	255	0.961888
8979	255	0.961912
8947	255	0.96192
8948	255	0.961941
8926	255	0.962012
8949	255	0.962062
8986	255	0.962067
8982	255	0.962135
8928	255	0.96219
8985	255	0.962508
11124	255	0.975819
11108	255	0.977303
11105	255	0.977574
11192	255	0.977924
11098	255	0.977932
9447	255	0.980651
9569	255	0.981766
9503	255	0.981825
9271	255	0.982083
9159	255	0.985601
9138	255	0.986092
9394	255	0.986339
9393	255	0.986552
9392	255	0.986672
9391	255	0.98679
9396	255	0.986875
9397	255	0.98702
9389	255	0.987539
9390	255	0.987671
9387	255	0.987993
8932	255	0.988837
8938	255	0.989225
9037	255	0.990706
9314	255	1.005297
9338	255	1.006371
9349	255	1.007293
11309	255	1.00804
9596	255	1.008275
11431	255	1.008738
11329	255	1.009866
9069	255	1.010585
11263	255	1.011512
11264	255	1.011532
11387	255	1.01155
11271	255	1.01156
11394	255	1.011596
11268	255	1.011607
11384	255	1.01163
11388	255	1.01163
11391	255	1.011634
11405	255	1.011717
11311	255	1.011746
11409	255	1.011811
11412	255	1.011898
11414	255	1.012469
11411	255	1.012621
11419	255	1.012651
11400	255	1.012739
11258	255	1.012748
11415	255	1.01291
11320	255	1.012955
9058	255	1.013
11406	255	1.013096
11397	255	1.013131
9099	255	1.013509
11260	255	1.013512
11270	255	1.013568
9094	255	1.013637
11382	255	1.013723
9097	255	1.013735
10015	255	1.019015
9799	255	1.03022
9795	255	1.030244
9792	255	1.030497
9777	255	1.030965
9776	255	1.031052
11438	255	1.035829
11508	255	1.038198
11500	255	1.039055
11499	255	1.041561
11461	255	1.042814
11497	255	1.043127
11494	255	1.066896
11584	255	1.068533
9785	255	1.071197
10428	255	1.072881
10426	255	1.072993
9649	255	1.073038
10431	255	1.073109
9659	255	1.073169
9652	255	1.073202
10417	255	1.073203
9685	255	1.073227
10445	255	1.073228
9657	255	1.073252
9636	255	1.073253
9700	255	1.073293
9655	255	1.073349
9653	255	1.073423
9687	255	1.073519
9696	255	1.073585
9688	255	1.073594
9692	255	1.073597
9733	255	1.074256
9554	255	1.080794
8990	255	1.08228
9992	255	1.098645
10011	255	1.101128
10080	255	1.101972
11486	255	1.342684
11560	255	1.343734
11552	255	1.343963
11549	255	1.344081
11545	255	1.345139
11548	255	1.345338
11556	255	1.345496
11546	255	1.345587
